,VentNoeud,HouleDominante,HouleMax,HoulePeriode,Mer,Temperature,JourNuit,VentMistral,HouleMistral,Annulation
36379,22.0,1.5,2.5,6.0,3,23.0,0,1,0,1
36381,25.0,1.4,3.1,6.0,3,24.0,0,1,0,1
36389,22.0,1.6,2.3,6.0,3,25.0,0,1,0,1
36393,23.0,1.5,2.7,6.0,3,26.0,0,1,0,1
36394,23.0,1.4,2.3,6.0,3,26.0,0,1,0,1
36401,23.0,1.3,2.1,6.0,3,26.0,0,1,0,1
36404,19.0,1.2,1.9,5.0,2,28.0,0,1,0,1
36408,19.0,1.3,2.4,5.0,3,28.0,0,1,1,1
36412,18.0,1.3,2.3,5.0,3,29.0,0,1,0,1
36417,21.0,1.3,1.9,5.0,3,29.0,0,1,0,1
36422,24.0,1.4,2.1,5.0,3,28.0,0,1,0,1
36426,18.0,1.4,2.4,5.0,3,29.0,0,1,0,1
36453,28.0,1.2,1.9,5.0,2,25.0,0,1,0,1
36458,31.0,1.2,1.9,5.0,2,25.0,0,1,0,1
36462,24.0,1.3,1.9,5.0,3,26.0,0,1,0,1
36465,24.0,1.3,2.0,5.0,3,26.0,0,1,0,1
36469,24.0,1.3,1.9,5.0,3,27.0,0,1,0,1
36473,30.0,1.1,1.9,5.0,2,28.0,0,1,0,1
36476,28.0,1.0,1.8,5.0,2,28.0,0,1,0,1
36482,27.0,1.1,1.9,5.0,2,27.0,0,1,0,1
36486,24.0,1.1,1.7,5.0,2,29.0,0,1,0,1
36491,24.0,1.1,1.7,5.0,2,30.0,0,1,0,1
36493,17.0,1.0,1.8,5.0,2,29.0,0,1,0,1
36499,21.0,1.0,1.7,5.0,2,30.0,0,1,0,1
36504,24.0,1.0,1.9,5.0,2,30.0,0,1,0,1
36508,24.0,1.0,1.6,5.0,2,31.0,0,1,0,1
36536,22.0,0.8,1.4,4.0,2,25.0,0,1,0,1
36540,20.0,0.8,1.7,4.0,2,25.0,0,1,0,1
36544,21.0,0.8,1.3,4.0,2,26.0,0,1,0,1
36546,21.0,0.8,1.2,4.0,2,26.0,0,1,0,1
36552,23.0,0.8,1.3,4.0,2,26.0,0,1,0,1
36558,20.0,0.8,1.3,4.0,2,27.0,0,1,0,1
36560,22.0,0.8,1.3,4.0,2,27.0,0,1,0,1
36565,18.0,0.8,1.4,4.0,2,28.0,0,1,0,1
36569,16.0,0.8,1.3,4.0,2,28.0,0,1,0,1
36574,17.0,0.8,1.3,4.0,2,30.0,0,1,0,1
36576,18.0,0.7,1.2,4.0,2,30.0,0,1,0,1
36582,21.0,0.8,1.3,4.0,2,30.0,0,1,0,1
36587,20.0,0.9,1.4,4.0,2,30.0,0,1,0,1
36591,23.0,0.9,1.4,4.0,2,30.0,0,1,0,1
36624,10.0,0.4,0.7,4.0,1,24.0,0,1,0,1
36628,8.0,0.4,0.6,4.0,1,24.0,0,1,0,0
36631,7.0,0.4,0.7,4.0,1,26.0,0,1,0,0
36632,9.0,0.4,0.5,4.0,1,27.0,0,1,0,0
36637,8.0,0.4,0.6,4.0,1,28.0,0,1,0,0
36641,7.0,0.4,0.6,4.0,1,28.0,0,1,0,0
36642,10.0,0.3,0.6,4.0,1,28.0,0,1,0,0
36646,10.0,0.3,0.5,4.0,1,29.0,0,1,0,0
36650,9.0,0.3,0.5,4.0,1,29.0,0,1,0,0
36652,12.0,0.3,0.7,4.0,1,30.0,0,1,0,0
36655,12.0,0.3,0.6,3.0,1,31.0,0,1,0,0
36659,14.0,0.5,0.8,3.0,1,31.0,0,1,0,0
36663,12.0,0.5,0.8,3.0,1,31.0,0,1,0,0
36667,15.0,0.5,1.0,4.0,1,29.0,0,0,0,0
36693,10.0,0.5,0.9,4.0,1,24.0,0,1,0,0
36696,11.0,0.6,0.9,4.0,2,25.0,0,1,0,0
36699,10.0,0.6,1.0,4.0,2,26.0,0,1,0,0
36701,12.0,0.6,1.0,4.0,2,27.0,0,1,0,0
36706,11.0,0.6,1.1,4.0,2,28.0,0,1,0,0
36708,13.0,0.7,1.3,4.0,2,29.0,0,1,0,0
36710,10.0,0.6,1.1,4.0,2,29.0,0,1,0,0
36714,10.0,0.6,1.1,4.0,2,28.0,0,1,0,0
36718,11.0,0.7,1.1,4.0,2,30.0,0,0,0,0
36720,11.0,0.7,1.4,4.0,2,30.0,0,1,0,0
36723,14.0,0.8,1.3,4.0,2,30.0,0,0,1,0
36727,17.0,0.7,1.3,4.0,2,29.0,0,0,0,0
36731,15.0,0.7,1.2,4.0,2,28.0,0,0,0,0
36735,15.0,0.6,1.2,4.0,2,30.0,0,0,0,0
36757,5.0,0.3,0.5,4.0,1,24.0,0,1,1,0
36760,2.0,0.3,0.5,4.0,1,24.0,0,1,0,0
36763,5.0,0.3,0.5,4.0,1,26.0,0,1,0,0
36764,6.0,0.3,0.5,4.0,1,26.0,0,0,1,0
36769,8.0,0.3,0.5,4.0,1,26.0,0,0,1,0
36773,9.0,0.3,0.5,4.0,1,27.0,0,0,0,0
36774,9.0,0.2,0.4,3.0,1,28.0,0,0,0,0
36780,10.0,0.2,0.5,4.0,1,29.0,0,0,0,0
36782,9.0,0.2,0.4,3.0,1,31.0,0,1,0,0
36786,9.0,0.2,0.4,4.0,1,32.0,0,0,1,0
36789,9.0,0.2,0.4,3.0,1,32.0,0,1,0,0
36792,8.0,0.2,0.4,3.0,1,32.0,0,1,0,0
36796,10.0,0.2,0.4,3.0,1,33.0,0,0,0,0
36799,13.0,0.3,0.4,3.0,1,32.0,0,0,0,0
36822,2.0,0.2,0.3,3.0,1,27.0,0,0,0,0
36825,7.0,0.2,0.3,3.0,1,27.0,0,1,0,0
36828,7.0,0.2,0.4,3.0,1,27.0,0,1,0,0
36829,7.0,0.2,0.4,3.0,1,28.0,0,1,0,0
36834,7.0,0.3,0.5,3.0,1,29.0,0,1,0,0
36838,8.0,0.3,0.5,3.0,1,29.0,0,1,0,0
36839,9.0,0.3,0.5,3.0,1,30.0,0,1,0,0
36843,8.0,0.3,0.6,4.0,1,30.0,0,1,0,0
36846,9.0,0.4,0.7,3.0,1,31.0,0,1,0,0
36850,9.0,0.4,0.8,3.0,1,31.0,0,1,0,0
36853,9.0,0.5,0.9,3.0,1,32.0,0,1,0,0
36856,10.0,0.7,1.2,4.0,2,33.0,0,1,0,0
36860,14.0,0.7,1.3,4.0,2,34.0,0,0,0,0
36864,14.0,0.8,1.5,4.0,2,33.0,0,0,0,0
36890,3.0,0.5,0.8,6.0,1,27.0,0,1,0,0
36893,4.0,0.6,1.1,6.0,2,28.0,0,1,0,0
36896,4.0,0.6,1.3,6.0,2,29.0,0,1,0,0
36897,6.0,0.6,1.0,6.0,2,29.0,0,1,0,0
36903,7.0,0.6,1.1,6.0,2,30.0,0,1,0,0
36906,6.0,0.7,1.3,6.0,2,31.0,0,0,0,0
36907,6.0,0.8,1.6,6.0,2,32.0,0,1,0,0
36912,5.0,0.8,1.7,6.0,2,32.0,0,1,0,0
36915,11.0,0.9,1.6,5.0,2,33.0,0,0,0,0
36917,10.0,0.9,1.4,5.0,2,33.0,0,1,0,0
36921,9.0,0.8,1.6,5.0,2,33.0,0,1,0,0
36925,11.0,0.7,1.2,5.0,2,33.0,0,1,0,0
36929,9.0,0.7,1.3,5.0,2,33.0,0,1,0,0
36933,6.0,0.7,1.0,4.0,2,34.0,0,1,0,0
36961,3.0,0.4,0.7,5.0,1,28.0,0,1,0,0
36964,5.0,0.4,0.9,4.0,1,29.0,0,1,0,0
36967,8.0,0.6,1.1,4.0,2,29.0,0,1,0,0
36969,8.0,0.6,1.0,4.0,2,30.0,0,1,0,0
36974,10.0,0.5,1.0,4.0,1,30.0,0,1,0,0
36977,8.0,0.5,0.8,4.0,1,31.0,0,1,0,0
36978,6.0,0.5,0.9,4.0,1,31.0,0,1,0,0
36983,7.0,0.5,1.0,4.0,1,32.0,0,1,0,0
36985,6.0,0.4,0.9,4.0,1,32.0,0,1,0,0
36989,8.0,0.4,0.9,4.0,1,33.0,0,0,0,0
36992,9.0,0.4,0.7,4.0,1,33.0,0,0,0,0
36995,11.0,0.4,0.6,4.0,1,34.0,0,0,0,0
36999,11.0,0.3,0.6,5.0,1,34.0,0,0,0,0
37003,12.0,0.4,0.7,5.0,1,33.0,0,0,0,0
37032,2.0,0.2,0.3,5.0,1,26.0,0,0,0,0
37034,3.0,0.2,0.3,4.0,1,27.0,0,1,0,0
37037,4.0,0.2,0.3,4.0,1,28.0,0,1,0,0
37040,5.0,0.2,0.3,4.0,1,28.0,0,1,0,0
37041,6.0,0.2,0.4,4.0,1,29.0,0,1,0,0
37046,6.0,0.2,0.3,4.0,1,30.0,0,1,0,0
37049,5.0,0.2,0.3,5.0,1,31.0,0,1,0,0
37051,5.0,0.2,0.3,4.0,1,32.0,0,1,0,0
37055,6.0,0.2,0.4,4.0,1,32.0,0,1,0,0
37058,7.0,0.2,0.3,4.0,1,34.0,0,1,0,0
37062,7.0,0.2,0.3,4.0,1,35.0,0,1,0,0
37065,6.0,0.2,0.4,4.0,1,36.0,0,0,0,0
37068,13.0,0.2,0.4,4.0,1,35.0,0,0,0,0
37072,15.0,0.2,0.3,4.0,1,35.0,0,0,0,0
37076,14.0,0.2,0.3,4.0,1,34.0,0,0,0,0
37103,2.0,0.2,0.5,5.0,1,27.0,0,0,1,0
37106,2.0,0.2,0.3,4.0,1,29.0,0,0,0,0
37109,6.0,0.2,0.3,4.0,1,29.0,0,0,0,0
37111,4.0,0.2,0.3,4.0,1,30.0,0,0,0,0
37115,10.0,0.1,0.3,3.0,0,32.0,0,0,1,0
37119,10.0,0.1,0.2,3.0,0,31.0,0,0,0,0
37121,12.0,0.1,0.2,3.0,0,31.0,0,0,0,0
37125,10.0,0.2,0.3,3.0,1,31.0,0,0,0,0
37129,10.0,0.3,0.6,2.0,1,33.0,0,0,0,0
37131,14.0,0.4,0.7,3.0,1,34.0,0,0,0,0
37135,12.0,0.5,0.8,3.0,1,34.0,0,0,0,0
37138,16.0,0.6,1.2,3.0,2,34.0,0,0,0,0
37142,16.0,0.6,1.1,3.0,2,34.0,0,0,0,0
37146,15.0,0.6,1.0,3.0,2,31.0,0,0,0,0
37177,7.0,0.2,0.4,4.0,1,26.0,0,1,0,0
37180,5.0,0.2,0.4,4.0,1,27.0,0,1,0,0
37183,5.0,0.2,0.5,4.0,1,27.0,0,1,0,0
37185,7.0,0.2,0.3,4.0,1,28.0,0,1,0,0
37190,5.0,0.2,0.4,4.0,1,28.0,0,1,0,0
37193,8.0,0.2,0.4,4.0,1,29.0,0,0,0,0
37194,9.0,0.2,0.4,4.0,1,30.0,0,1,0,0
37199,5.0,0.2,0.4,4.0,1,31.0,0,1,0,0
37202,8.0,0.2,0.3,4.0,1,31.0,0,1,0,0
37204,9.0,0.2,0.3,4.0,1,32.0,0,1,0,0
37208,11.0,0.2,0.4,4.0,1,32.0,0,0,0,0
37211,15.0,0.2,0.3,4.0,1,30.0,0,0,0,0
37215,15.0,0.2,0.5,4.0,1,29.0,0,0,0,0
37219,12.0,0.3,0.6,4.0,1,28.0,0,0,0,0
37248,10.0,0.9,1.4,5.0,2,25.0,0,1,0,1
37251,17.0,0.9,1.9,5.0,2,26.0,0,1,0,1
37256,17.0,0.9,1.4,4.0,2,27.0,0,1,0,1
37257,18.0,0.9,1.5,5.0,2,27.0,0,1,0,1
37264,20.0,1.0,1.9,5.0,2,29.0,0,1,0,1
37269,23.0,1.1,2.0,5.0,2,29.0,0,1,0,1
37270,24.0,1.1,1.7,5.0,2,29.0,0,1,0,1
37276,21.0,1.0,1.7,5.0,2,30.0,0,1,0,1
37281,18.0,0.9,1.6,5.0,2,31.0,0,1,0,1
37283,19.0,0.8,1.6,5.0,2,31.0,0,1,0,1
37287,23.0,0.9,1.5,4.0,2,32.0,0,1,0,1
37292,20.0,0.7,1.3,4.0,2,32.0,0,1,0,1
37299,19.0,0.7,1.2,4.0,2,32.0,0,1,1,1
37304,15.0,0.8,1.2,4.0,2,32.0,0,1,1,1
37335,2.0,0.4,0.8,4.0,1,24.0,0,0,0,0
37338,2.0,0.5,0.8,4.0,1,25.0,0,0,0,0
37341,4.0,0.4,0.8,4.0,1,25.0,0,1,0,0
37342,4.0,0.4,0.7,4.0,1,26.0,0,1,0,0
37347,5.0,0.4,0.7,4.0,1,27.0,0,1,0,0
37351,5.0,0.4,0.6,4.0,1,28.0,0,1,0,0
37353,5.0,0.4,0.6,4.0,1,30.0,0,1,0,0
37358,5.0,0.4,0.6,5.0,1,31.0,0,1,0,0
37361,8.0,0.3,0.5,4.0,1,32.0,0,1,0,0
37364,8.0,0.3,0.5,4.0,1,32.0,0,1,0,0
37366,10.0,0.3,0.5,4.0,1,32.0,0,0,0,0
37370,11.0,0.3,0.5,4.0,1,31.0,0,0,0,0
37374,12.0,0.3,0.5,4.0,1,30.0,0,0,0,0
37378,14.0,0.3,0.5,4.0,1,29.0,0,0,0,0
37407,11.0,0.9,1.4,4.0,2,29.0,0,0,0,1
37411,10.0,0.8,1.6,4.0,2,29.0,0,0,0,1
37416,10.0,0.9,1.4,4.0,2,30.0,0,0,0,1
37419,11.0,0.8,1.6,4.0,2,30.0,0,0,0,1
37425,10.0,0.9,1.6,4.0,2,31.0,0,0,0,1
37429,12.0,0.9,1.5,4.0,2,30.0,0,0,0,1
37431,14.0,0.9,1.7,4.0,2,31.0,0,0,0,1
37437,15.0,0.9,1.5,4.0,2,32.0,0,0,0,1
37439,14.0,0.9,1.7,4.0,2,33.0,0,0,0,1
37445,16.0,0.9,1.6,4.0,2,33.0,0,0,0,1
37449,14.0,0.9,1.7,4.0,2,34.0,0,0,0,1
37453,14.0,1.0,1.6,4.0,2,34.0,0,0,0,1
37457,14.0,1.0,1.8,4.0,2,34.0,0,0,0,1
37462,17.0,1.0,1.6,4.0,2,33.0,0,0,0,1
37491,7.0,0.6,0.9,6.0,2,26.0,0,1,0,0
37494,6.0,0.6,1.1,6.0,2,27.0,0,1,0,0
37497,6.0,0.6,1.1,5.0,2,28.0,0,1,0,0
37498,9.0,0.7,1.1,5.0,2,28.0,0,1,0,0
37503,10.0,0.6,1.0,5.0,2,28.0,0,1,0,0
37506,9.0,0.6,0.8,5.0,2,29.0,0,1,0,0
37508,9.0,0.6,0.9,5.0,2,29.0,0,1,0,0
37512,9.0,0.6,1.0,5.0,2,30.0,0,1,0,0
37516,7.0,0.5,0.9,5.0,1,31.0,0,1,0,0
37519,6.0,0.5,1.2,5.0,1,31.0,0,0,0,0
37521,8.0,0.5,0.9,5.0,1,32.0,0,0,0,0
37525,10.0,0.5,0.7,5.0,1,32.0,0,0,0,0
37529,12.0,0.5,0.7,5.0,1,31.0,0,0,0,0
37533,13.0,0.4,0.8,5.0,1,31.0,0,0,1,0
37565,2.0,0.2,0.4,5.0,1,26.0,0,0,0,0
37568,4.0,0.2,0.4,5.0,1,27.0,0,1,0,0
37571,5.0,0.2,0.4,5.0,1,26.0,0,1,0,0
37572,5.0,0.2,0.3,5.0,1,27.0,0,1,0,0
37578,4.0,0.2,0.4,5.0,1,29.0,0,1,0,0
37580,4.0,0.2,0.6,5.0,1,28.0,0,1,0,0
37582,5.0,0.2,0.4,5.0,1,30.0,0,1,0,0
37586,5.0,0.2,0.4,5.0,1,30.0,0,1,0,0
37589,7.0,0.2,0.4,5.0,1,31.0,0,1,0,0
37592,5.0,0.2,0.5,5.0,1,33.0,0,1,0,0
37595,6.0,0.2,0.3,4.0,1,33.0,0,1,0,0
37599,13.0,0.3,0.4,3.0,1,33.0,0,0,0,0
37603,11.0,0.3,0.5,3.0,1,32.0,0,0,0,0
37607,10.0,0.4,0.6,3.0,1,32.0,0,0,0,0
37636,2.0,0.3,0.5,4.0,1,27.0,0,0,0,0
37639,2.0,0.2,0.4,4.0,1,28.0,0,0,0,0
37642,4.0,0.2,0.4,4.0,1,28.0,0,1,0,0
37644,5.0,0.2,0.4,4.0,1,29.0,0,1,0,0
37648,4.0,0.2,0.4,3.0,1,29.0,0,1,0,0
37652,5.0,0.2,0.4,3.0,1,30.0,0,1,0,0
37653,6.0,0.2,0.4,4.0,1,31.0,0,1,0,0
37657,8.0,0.2,0.4,3.0,1,33.0,0,1,0,0
37660,8.0,0.3,0.4,3.0,1,34.0,0,0,0,0
37664,12.0,0.3,0.6,2.0,1,33.0,0,0,0,0
37666,14.0,0.3,0.5,3.0,1,32.0,0,0,0,0
37670,14.0,0.3,0.5,3.0,1,31.0,0,0,0,0
37674,14.0,0.4,0.6,3.0,1,31.0,0,0,0,0
37678,13.0,0.3,0.5,3.0,1,30.0,0,0,0,0
37704,15.0,0.4,0.8,4.0,1,27.0,0,1,0,0
37707,12.0,0.5,1.0,4.0,1,27.0,0,1,0,0
37710,11.0,0.5,0.9,3.0,1,28.0,0,1,1,0
37712,7.0,0.5,0.9,4.0,1,28.0,0,1,1,0
37716,10.0,0.5,1.0,3.0,1,30.0,0,1,1,0
37719,8.0,0.5,0.9,4.0,1,30.0,0,1,1,0
37721,9.0,0.6,1.0,4.0,2,31.0,0,1,1,0
37725,4.0,0.6,1.1,4.0,2,32.0,0,1,0,0
37728,10.0,0.7,1.2,4.0,2,34.0,0,1,0,0
37732,12.0,0.8,1.4,4.0,2,36.0,0,1,0,0
37734,11.0,0.8,1.3,4.0,2,35.0,0,1,0,0
37738,12.0,0.9,1.7,5.0,2,35.0,0,0,0,0
37742,10.0,0.9,1.6,5.0,2,34.0,0,0,1,0
37743,9.0,0.9,1.5,5.0,2,34.0,0,0,0,0
37747,14.0,0.9,1.5,5.0,2,35.0,0,0,0,0
37774,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37777,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37781,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37785,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37789,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37793,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37797,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37803,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37806,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37811,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37815,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37818,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37823,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
37829,18.0,1.0,1.9,5.0,2,25.0,0,1,0,1
38744,9.0,0.7,1.1,5.0,2,22.0,0,1,0,1
38748,11.0,0.7,1.4,5.0,2,23.0,0,1,0,1
38751,12.0,0.7,1.2,4.0,2,24.0,0,1,0,1
38753,13.0,0.7,1.3,5.0,2,25.0,0,1,0,1
38761,15.0,0.8,1.4,5.0,2,26.0,0,1,0,1
38765,14.0,0.8,1.3,4.0,2,27.0,0,1,0,1
38767,15.0,0.8,1.3,4.0,2,27.0,0,1,0,1
38771,15.0,0.8,1.4,4.0,2,28.0,0,1,0,1
38775,20.0,0.8,1.3,4.0,2,28.0,0,1,0,1
38781,20.0,0.8,1.6,4.0,2,28.0,0,1,0,1
38783,17.0,0.8,1.4,4.0,2,29.0,0,1,0,1
38788,20.0,0.9,1.4,4.0,2,28.0,0,1,0,1
38793,22.0,0.8,1.4,4.0,2,29.0,0,1,0,1
38799,24.0,1.0,1.7,4.0,2,30.0,0,1,0,1
38829,27.0,2.0,3.2,6.0,3,23.0,0,1,0,1
38834,25.0,2.0,3.5,6.0,3,22.0,0,1,0,1
38838,26.0,1.9,3.1,6.0,3,23.0,0,1,0,1
38841,23.0,1.9,2.9,6.0,3,23.0,0,1,0,1
38845,24.0,1.9,2.8,6.0,3,24.0,0,1,0,1
38850,29.0,2.0,3.6,6.0,3,24.0,0,1,0,1
38853,27.0,1.9,3.4,6.0,3,25.0,0,1,0,1
38857,29.0,2.0,3.4,6.0,3,26.0,0,1,0,1
38862,26.0,1.7,3.4,6.0,3,27.0,0,1,0,1
38867,23.0,1.8,2.9,6.0,3,27.0,0,1,0,1
38870,27.0,1.6,2.7,6.0,3,27.0,0,1,0,1
38875,26.0,1.6,2.6,6.0,3,26.0,0,1,0,1
38880,28.0,1.5,2.4,5.0,3,25.0,0,1,0,1
38885,27.0,1.5,2.3,5.0,3,27.0,0,1,0,1
38911,20.0,1.6,2.8,5.0,3,21.0,0,1,0,1
38916,20.0,1.6,2.6,5.0,3,22.0,0,1,0,1
38919,21.0,1.9,3.3,6.0,3,22.0,0,1,0,1
38923,19.0,1.9,3.1,6.0,3,23.0,0,1,0,1
38928,16.0,1.9,2.9,6.0,3,24.0,0,1,0,1
38933,22.0,2.2,3.6,6.0,3,25.0,0,1,0,1
38934,25.0,1.9,3.1,6.0,3,25.0,0,1,0,1
38940,27.0,1.9,3.0,6.0,3,26.0,0,1,0,1
38945,21.0,2.0,3.2,6.0,3,27.0,0,1,0,1
38949,22.0,2.0,3.0,6.0,3,27.0,0,1,0,1
38951,23.0,2.0,3.0,6.0,3,27.0,0,1,0,1
38957,21.0,1.9,2.9,6.0,3,28.0,0,1,0,1
38962,21.0,1.8,2.9,6.0,3,28.0,0,1,0,1
38966,24.0,1.7,2.5,6.0,3,28.0,0,1,0,1
38994,20.0,1.0,1.7,4.0,2,23.0,0,1,1,1
38998,20.0,1.0,1.7,4.0,2,23.0,0,1,0,1
39001,23.0,1.0,1.8,4.0,2,25.0,0,1,0,1
39003,24.0,1.0,2.0,4.0,2,25.0,0,1,0,1
39011,20.0,1.0,1.9,4.0,2,26.0,0,1,0,1
39013,20.0,1.0,1.8,4.0,2,26.0,0,1,0,1
39016,20.0,0.9,1.8,4.0,2,27.0,0,1,0,1
39021,17.0,0.9,1.4,4.0,2,28.0,0,1,0,1
39027,21.0,0.8,1.8,5.0,2,29.0,0,1,0,1
39030,21.0,0.9,1.5,4.0,2,29.0,0,1,0,1
39035,19.0,1.0,1.8,5.0,2,30.0,0,1,0,1
39039,17.0,1.1,2.3,5.0,2,30.0,0,1,0,1
39043,17.0,1.2,1.9,5.0,2,30.0,0,1,0,1
39047,14.0,1.0,1.8,4.0,2,31.0,0,1,0,1
39073,2.0,0.5,0.8,4.0,1,24.0,0,0,0,0
39076,6.0,0.5,0.9,4.0,1,24.0,0,1,1,0
39079,7.0,0.5,0.8,4.0,1,24.0,0,1,0,0
39080,4.0,0.4,0.8,4.0,1,26.0,0,1,0,0
39085,7.0,0.4,0.8,4.0,1,26.0,0,1,0,0
39088,12.0,0.4,0.6,4.0,1,27.0,0,0,0,0
39090,12.0,0.4,0.7,4.0,1,28.0,0,0,0,0
39094,13.0,0.4,0.6,4.0,1,27.0,0,0,0,0
39097,11.0,0.4,0.6,4.0,1,28.0,0,0,0,0
39100,14.0,0.4,0.6,5.0,1,28.0,0,0,0,0
39105,13.0,0.4,0.6,5.0,1,28.0,0,0,0,0
39108,13.0,0.3,0.6,5.0,1,28.0,0,0,0,0
39112,14.0,0.3,0.6,5.0,1,28.0,0,0,0,0
39116,14.0,0.3,0.5,4.0,1,28.0,0,0,0,0
39142,2.0,0.4,0.7,3.0,1,25.0,0,0,0,0
39145,8.0,0.4,0.7,4.0,1,25.0,0,1,0,0
39148,9.0,0.4,0.7,4.0,1,25.0,0,1,0,0
39150,5.0,0.5,0.9,4.0,1,25.0,0,1,0,0
39154,7.0,0.5,0.7,4.0,1,27.0,0,1,0,0
39157,7.0,0.5,1.3,4.0,1,26.0,0,1,0,0
39159,8.0,0.5,0.8,4.0,1,27.0,0,1,0,0
39164,7.0,0.5,0.9,4.0,1,27.0,0,1,0,0
39168,9.0,0.5,0.9,4.0,1,26.0,0,0,0,0
39170,9.0,0.5,0.9,4.0,1,25.0,0,0,0,0
39175,7.0,0.4,0.7,4.0,1,27.0,0,0,0,0
39178,10.0,0.4,0.8,4.0,1,26.0,0,0,0,0
39182,8.0,0.4,0.7,4.0,1,26.0,0,0,0,0
39186,3.0,0.4,0.7,4.0,1,26.0,0,0,0,0
39212,9.0,1.0,1.6,5.0,2,20.0,0,1,0,1
39217,7.0,1.0,1.7,6.0,2,21.0,0,1,0,1
39220,6.0,1.1,2.2,6.0,2,22.0,0,1,0,1
39222,7.0,1.1,2.0,6.0,2,22.0,0,1,0,1
39230,11.0,1.1,1.8,6.0,2,23.0,0,1,0,1
39234,12.0,1.2,1.8,5.0,2,24.0,0,1,0,1
39236,11.0,1.1,2.0,6.0,2,25.0,0,1,0,1
39240,14.0,1.1,2.4,6.0,2,26.0,0,1,0,1
39246,12.0,1.0,1.7,5.0,2,26.0,0,1,0,1
39249,12.0,1.0,1.8,5.0,2,27.0,0,1,0,1
39253,12.0,1.0,1.6,5.0,2,28.0,0,1,0,1
39257,12.0,1.1,2.1,5.0,2,28.0,0,1,0,1
39263,10.0,1.0,1.9,5.0,2,29.0,0,1,0,1
39267,10.0,1.0,1.7,5.0,2,29.0,0,1,0,1
39295,4.0,0.4,0.8,5.0,1,23.0,0,1,0,0
39298,5.0,0.5,0.8,4.0,1,24.0,0,1,0,0
39301,4.0,0.5,1.0,5.0,1,25.0,0,1,0,0
39302,4.0,0.4,0.7,4.0,1,26.0,0,1,0,0
39307,5.0,0.4,0.6,4.0,1,28.0,0,1,0,0
39311,6.0,0.4,0.6,5.0,1,30.0,0,0,0,0
39313,7.0,0.4,0.8,5.0,1,31.0,0,0,0,0
39318,6.0,0.3,0.6,4.0,1,31.0,0,1,0,0
39320,12.0,0.3,0.5,4.0,1,31.0,0,0,0,0
39324,13.0,0.3,0.6,4.0,1,31.0,0,0,0,0
39327,12.0,0.3,0.6,5.0,1,31.0,0,1,0,0
39331,10.0,0.3,0.5,4.0,1,30.0,0,1,0,0
39336,10.0,0.3,0.5,4.0,1,31.0,0,1,0,0
39342,11.0,0.3,0.4,4.0,1,30.0,0,1,0,0
39373,4.0,0.3,0.5,5.0,1,25.0,0,1,0,0
39376,3.0,0.3,0.5,4.0,1,26.0,0,1,0,0
39379,6.0,0.3,0.5,4.0,1,27.0,0,1,0,0
39380,7.0,0.4,0.6,4.0,1,28.0,0,1,0,0
39386,8.0,0.4,0.7,4.0,1,29.0,0,1,0,0
39388,10.0,0.4,0.6,4.0,1,29.0,0,0,0,0
39390,12.0,0.4,0.8,4.0,1,29.0,0,0,0,0
39394,11.0,0.4,0.7,4.0,1,30.0,0,0,0,0
39397,14.0,0.4,0.7,4.0,1,31.0,0,0,0,0
39401,12.0,0.4,0.7,4.0,1,31.0,0,0,0,0
39403,13.0,0.3,0.6,4.0,1,31.0,0,0,0,0
39407,13.0,0.4,0.6,4.0,1,31.0,0,0,0,0
39411,13.0,0.3,0.5,4.0,1,31.0,0,0,0,0
39415,10.0,0.3,0.7,4.0,1,31.0,0,0,0,0
39441,3.0,0.4,0.6,5.0,1,26.0,0,1,0,0
39444,3.0,0.3,0.6,4.0,1,27.0,0,1,0,0
39447,4.0,0.3,0.5,4.0,1,27.0,0,1,0,0
39449,4.0,0.3,0.6,4.0,1,28.0,0,1,0,0
39454,5.0,0.3,0.5,4.0,1,28.0,0,1,0,0
39456,4.0,0.3,0.5,5.0,1,30.0,0,1,0,0
39458,6.0,0.3,0.4,4.0,1,31.0,0,1,0,0
39463,7.0,0.3,0.4,4.0,1,31.0,0,1,0,0
39465,9.0,0.2,0.5,5.0,1,32.0,0,1,0,0
39468,10.0,0.3,0.4,5.0,1,31.0,0,0,0,0
39472,12.0,0.2,0.4,4.0,1,31.0,0,0,0,0
39475,13.0,0.3,0.5,4.0,1,31.0,0,0,0,0
39479,13.0,0.3,0.5,4.0,1,31.0,0,0,0,0
39483,12.0,0.3,0.4,4.0,1,30.0,0,0,0,0
39510,3.0,0.2,0.4,3.0,1,25.0,0,1,0,0
39513,3.0,0.2,0.4,3.0,1,26.0,0,1,1,0
