,VentNoeud,HouleDominante,HouleMax,HoulePeriode,Mer,Temperature,JourNuit,VentMistral,HouleMistral,Annulation
16999,15.0,1.5,2.4,6.0,3,17.0,0,0,0,1
17004,16.0,1.7,2.4,6.0,3,17.0,0,0,0,1
17008,17.0,1.7,3.1,6.0,3,19.0,0,0,0,1
17012,17.0,1.8,3.0,6.0,3,18.0,0,0,0,1
17016,17.0,1.7,2.7,6.0,3,16.0,0,0,0,1
17031,23.0,2.1,3.1,7.0,3,16.0,0,0,0,1
17035,26.0,2.5,4.1,7.0,3,19.0,0,0,0,1
17039,29.0,2.6,3.9,7.0,4,18.0,0,0,0,1
17043,28.0,2.8,5.3,7.0,4,20.0,0,0,0,1
17048,31.0,2.6,4.8,7.0,4,18.0,0,0,0,1
17052,31.0,2.7,4.0,7.0,4,17.0,0,0,0,1
17070,19.0,1.5,3.0,6.0,3,14.0,0,0,0,1
17074,21.0,1.7,2.7,6.0,3,16.0,0,0,0,1
17077,21.0,1.6,2.6,6.0,3,18.0,0,0,0,1
17082,21.0,1.8,2.8,6.0,3,18.0,0,0,0,1
17086,21.0,1.7,2.5,6.0,3,17.0,0,0,0,1
17089,21.0,1.6,2.7,5.0,3,16.0,0,0,0,1
17106,5.0,1.2,2.3,6.0,2,11.0,0,0,0,1
17109,8.0,1.2,1.7,7.0,2,14.0,0,0,0,1
17113,7.0,1.0,1.7,6.0,2,15.0,0,0,0,1
17118,10.0,1.0,1.5,7.0,2,15.0,0,0,0,1
17122,8.0,0.9,1.3,7.0,2,15.0,0,0,0,1
17125,6.0,0.8,1.4,6.0,2,14.0,0,0,1,1
17165,3.0,0.3,0.6,6.0,1,10.0,0,1,0,0
17168,3.0,0.4,0.6,5.0,1,13.0,0,1,0,0
17171,2.0,0.4,0.8,4.0,1,14.0,0,0,0,0
17174,3.0,0.6,1.1,5.0,2,16.0,0,0,0,0
17177,4.0,0.5,1.0,5.0,1,18.0,0,0,0,0
17180,4.0,0.5,0.9,5.0,1,19.0,0,0,0,0
17196,5.0,0.9,1.6,5.0,2,11.0,0,1,0,1
17200,5.0,1.0,1.7,5.0,2,15.0,0,1,0,1
17203,5.0,1.1,2.1,6.0,2,17.0,0,1,0,1
17207,5.0,1.2,2.2,6.0,2,18.0,0,1,0,1
17211,4.0,1.1,1.7,6.0,2,19.0,0,1,0,1
17215,5.0,1.1,1.7,6.0,2,19.0,0,1,0,1
17232,6.0,1.0,1.8,5.0,2,11.0,0,1,0,1
17235,8.0,1.0,1.6,5.0,2,15.0,0,1,0,1
17240,9.0,0.9,1.6,5.0,2,16.0,0,1,0,1
17244,9.0,0.9,1.5,5.0,2,18.0,0,1,0,1
17248,10.0,1.0,1.8,5.0,2,19.0,0,1,0,1
17252,12.0,1.0,1.8,5.0,2,18.0,0,1,0,1
17268,12.0,1.2,1.8,5.0,2,13.0,0,1,0,1
17271,15.0,1.4,2.9,6.0,3,15.0,0,1,0,1
17276,16.0,1.5,2.9,6.0,3,17.0,0,1,0,1
17280,20.0,1.7,3.2,6.0,3,18.0,0,1,0,1
17283,21.0,1.5,3.2,6.0,3,19.0,0,1,0,1
17287,20.0,1.8,3.0,6.0,3,18.0,0,1,0,1
17305,30.0,2.2,3.6,6.0,3,13.0,0,1,0,1
17308,24.0,2.7,4.3,7.0,4,14.0,0,1,0,1
17313,19.0,2.3,3.9,7.0,3,14.0,0,1,0,1
17318,14.0,2.2,3.9,7.0,3,15.0,0,1,0,1
17321,8.0,2.0,3.0,6.0,3,14.0,0,1,0,1
17324,10.0,1.9,3.0,6.0,3,15.0,0,1,0,1
17344,9.0,1.6,2.9,7.0,3,11.0,0,1,0,1
17348,9.0,1.6,2.8,6.0,3,14.0,0,1,0,1
17352,10.0,1.6,2.4,6.0,3,16.0,0,1,0,1
17355,12.0,1.4,2.5,6.0,3,17.0,0,1,0,1
17359,12.0,1.5,2.4,6.0,3,18.0,0,1,0,1
17365,12.0,1.3,2.0,6.0,3,19.0,0,1,0,1
17418,18.0,1.6,2.7,6.0,3,13.0,0,1,0,1
17422,21.0,1.8,3.1,6.0,3,13.0,0,1,0,1
17425,16.0,1.7,2.8,6.0,3,14.0,0,1,0,1
17431,17.0,1.8,2.9,6.0,3,14.0,0,1,0,1
17435,15.0,1.5,2.4,6.0,3,15.0,0,1,0,1
17439,14.0,1.4,2.3,5.0,3,16.0,0,1,0,1
17442,17.0,1.5,2.5,5.0,3,16.0,0,1,0,1
17445,16.0,1.4,2.7,5.0,3,17.0,0,1,0,1
17450,13.0,1.5,2.5,5.0,3,17.0,0,1,0,1
17454,14.0,1.4,2.4,5.0,3,18.0,0,1,0,1
17458,16.0,1.3,2.3,5.0,3,19.0,0,1,0,1
17463,17.0,1.3,2.2,5.0,3,18.0,0,1,0,1
17482,21.0,2.0,3.4,6.0,3,12.0,0,1,0,1
17486,22.0,2.1,3.5,6.0,3,13.0,0,1,0,1
17489,22.0,2.1,3.4,6.0,3,15.0,0,1,0,1
17495,20.0,1.9,2.7,6.0,3,15.0,0,1,0,1
17499,23.0,2.0,3.3,6.0,3,16.0,0,1,0,1
17503,24.0,2.0,3.1,6.0,3,16.0,0,1,0,1
17505,27.0,2.0,3.0,6.0,3,17.0,0,1,0,1
17509,26.0,1.7,3.0,6.0,3,18.0,0,1,0,1
17514,30.0,1.8,2.8,6.0,3,18.0,0,1,0,1
17518,34.0,1.7,2.9,5.0,3,17.0,0,1,0,1
17522,36.0,1.8,2.7,5.0,3,18.0,0,1,0,1
17526,28.0,1.7,2.7,6.0,3,17.0,0,1,0,1
17545,3.0,1.2,2.3,6.0,2,11.0,0,1,0,1
17548,5.0,1.3,2.5,6.0,3,12.0,0,1,0,1
17551,4.0,1.2,1.8,6.0,2,13.0,0,1,0,1
17557,4.0,1.2,2.0,6.0,2,14.0,0,1,0,1
17560,5.0,1.1,1.9,6.0,2,16.0,0,1,0,1
17563,7.0,1.2,2.2,6.0,2,17.0,0,1,0,1
17568,8.0,1.2,2.0,6.0,2,18.0,0,1,0,1
17572,9.0,1.3,2.1,6.0,3,19.0,0,1,0,1
17576,10.0,1.3,2.2,6.0,3,19.0,0,1,0,1
17580,15.0,1.1,1.8,6.0,2,19.0,0,1,0,1
17585,17.0,1.1,1.7,6.0,2,19.0,0,1,0,1
17588,17.0,1.0,1.8,6.0,2,18.0,0,1,0,1
17606,8.0,0.8,1.3,5.0,2,9.0,0,1,0,0
17608,8.0,0.8,1.3,5.0,2,9.0,0,1,0,0
17612,4.0,0.8,1.8,5.0,2,10.0,0,1,0,0
17614,7.0,0.9,1.8,5.0,2,11.0,0,1,0,0
17618,8.0,0.8,1.3,5.0,2,11.0,0,1,0,0
17621,8.0,0.8,1.3,6.0,2,11.0,0,1,0,0
17623,9.0,0.8,1.3,6.0,2,11.0,0,1,0,0
17627,7.0,0.7,1.2,6.0,2,12.0,0,1,0,0
17630,5.0,0.7,1.0,6.0,2,12.0,0,1,0,0
17633,3.0,0.7,1.1,6.0,2,12.0,0,1,0,0
17636,3.0,0.7,1.1,6.0,2,12.0,0,1,0,0
17639,6.0,0.6,1.1,5.0,2,14.0,0,0,0,0
17656,4.0,0.5,0.7,4.0,1,8.0,0,1,1,0
17658,6.0,0.5,0.9,4.0,1,8.0,0,1,1,0
17661,8.0,0.5,0.9,4.0,1,9.0,0,1,1,0
17664,8.0,0.5,0.9,4.0,1,10.0,0,1,1,0
17668,4.0,0.5,0.8,4.0,1,13.0,0,1,0,0
17670,4.0,0.5,0.8,4.0,1,13.0,0,1,1,0
17673,11.0,0.4,0.8,4.0,1,14.0,0,1,1,0
17677,12.0,0.4,0.9,4.0,1,15.0,0,1,1,0
17679,10.0,0.4,0.7,4.0,1,15.0,0,0,1,0
17683,17.0,0.4,0.7,4.0,1,17.0,0,1,1,0
17686,15.0,0.4,0.7,4.0,1,17.0,0,1,1,0
17689,14.0,0.4,0.8,4.0,1,17.0,0,1,0,0
17707,2.0,0.4,0.7,4.0,1,9.0,0,0,0,1
17709,2.0,0.4,0.7,4.0,1,10.0,0,0,0,1
17713,5.0,0.3,0.5,4.0,1,13.0,0,1,0,1
17714,5.0,0.3,0.5,4.0,1,13.0,0,1,0,1
17720,5.0,0.3,0.5,4.0,1,13.0,0,1,0,0
17721,5.0,0.3,0.5,4.0,1,13.0,0,1,0,1
17725,10.0,0.3,0.5,4.0,1,14.0,0,1,0,1
17726,10.0,0.3,0.5,4.0,1,14.0,0,1,0,0
17730,8.0,0.3,0.4,4.0,1,15.0,0,1,0,1
17731,8.0,0.3,0.4,4.0,1,15.0,0,1,0,0
17735,5.0,0.2,0.4,4.0,1,15.0,0,1,0,1
17736,5.0,0.2,0.4,4.0,1,15.0,0,1,0,0
17739,4.0,0.3,0.4,4.0,1,16.0,0,1,0,0
17741,4.0,0.3,0.4,4.0,1,16.0,0,1,0,1
17745,5.0,0.3,0.5,4.0,1,17.0,0,1,0,1
17746,5.0,0.3,0.5,4.0,1,17.0,0,1,0,0
17750,8.0,0.3,0.4,4.0,1,17.0,0,0,0,0
17751,8.0,0.3,0.4,4.0,1,17.0,0,0,0,1
17756,7.0,0.3,0.5,4.0,1,17.0,0,0,0,1
17759,10.0,0.3,0.4,4.0,1,17.0,0,0,0,1
17777,4.0,0.5,0.8,4.0,1,10.0,0,1,0,0
17779,2.0,0.5,0.8,4.0,1,11.0,0,1,0,0
17783,4.0,0.4,0.8,4.0,1,13.0,0,1,0,0
17786,7.0,0.4,0.8,4.0,1,14.0,0,0,0,0
17789,6.0,0.4,0.7,4.0,1,16.0,0,0,0,0
17791,7.0,0.4,0.7,4.0,1,18.0,0,0,0,0
17795,8.0,0.4,0.7,4.0,1,19.0,0,1,0,0
17798,16.0,0.4,0.7,3.0,1,20.0,0,1,0,0
17801,14.0,0.5,0.7,3.0,1,19.0,0,1,0,0
17804,12.0,0.4,0.7,3.0,1,20.0,0,1,0,0
17807,13.0,0.4,0.7,3.0,1,20.0,0,1,0,0
17810,15.0,0.5,0.7,3.0,1,20.0,0,1,0,0
17829,4.0,0.4,0.6,4.0,1,9.0,0,0,0,0
17831,2.0,0.3,0.6,4.0,1,10.0,0,1,0,0
17834,5.0,0.3,0.5,4.0,1,12.0,0,1,0,0
17838,6.0,0.3,0.4,4.0,1,13.0,0,1,0,0
17841,8.0,0.3,0.4,4.0,1,15.0,0,1,0,0
17844,7.0,0.3,0.5,4.0,1,15.0,0,1,0,0
17847,6.0,0.3,0.5,4.0,1,16.0,0,1,0,0
17850,7.0,0.2,0.4,4.0,1,17.0,0,1,0,0
17852,7.0,0.2,0.4,4.0,1,18.0,0,0,0,0
17856,8.0,0.2,0.4,4.0,1,18.0,0,0,0,0
17858,8.0,0.2,0.4,4.0,1,18.0,0,0,0,0
17861,8.0,0.2,0.4,4.0,1,19.0,0,0,0,0
17866,11.0,0.3,0.5,4.0,1,19.0,0,0,0,0
17889,2.0,0.3,0.5,3.0,1,11.0,0,0,1,0
17891,2.0,0.3,0.5,4.0,1,12.0,0,0,0,0
17895,5.0,0.3,0.5,4.0,1,14.0,0,1,0,0
17898,4.0,0.3,0.5,4.0,1,14.0,0,0,0,0
17901,7.0,0.2,0.4,4.0,1,15.0,0,0,0,0
17903,6.0,0.2,0.4,4.0,1,16.0,0,0,0,0
17906,5.0,0.2,0.4,4.0,1,17.0,0,1,0,0
17909,4.0,0.2,0.5,4.0,1,19.0,0,1,0,0
17912,7.0,0.2,0.4,5.0,1,20.0,0,1,0,0
17917,8.0,0.2,0.4,4.0,1,19.0,0,0,0,0
17920,9.0,0.2,0.4,4.0,1,19.0,0,0,0,0
17925,9.0,0.2,0.4,4.0,1,19.0,0,0,0,0
17948,2.0,0.3,0.5,3.0,1,13.0,0,0,0,0
17950,3.0,0.3,0.6,3.0,1,13.0,0,1,0,0
17954,2.0,0.3,0.6,3.0,1,14.0,0,0,0,0
17956,7.0,0.4,0.7,4.0,1,17.0,0,1,0,0
17960,6.0,0.5,0.8,3.0,1,17.0,0,1,0,0
17963,7.0,0.4,0.7,3.0,1,17.0,0,1,0,0
17965,9.0,0.4,0.7,3.0,1,18.0,0,0,1,0
17968,11.0,0.5,0.8,3.0,1,18.0,0,0,0,0
17971,10.0,0.4,0.8,3.0,1,18.0,0,0,0,0
17976,14.0,0.5,0.9,3.0,1,18.0,0,0,0,0
17980,13.0,0.4,0.8,3.0,1,18.0,0,0,0,0
17982,14.0,0.4,0.8,3.0,1,18.0,0,0,0,0
17986,13.0,0.4,0.7,3.0,1,18.0,0,0,0,0
18006,5.0,0.1,0.2,3.0,0,13.0,0,1,0,1
18009,4.0,0.2,0.3,3.0,1,13.0,0,1,1,1
18014,4.0,0.2,0.4,2.0,1,15.0,0,1,1,1
18017,5.0,0.2,0.4,2.0,1,16.0,0,1,1,1
18022,6.0,0.4,0.8,3.0,1,18.0,0,1,1,1
18025,16.0,0.6,1.2,4.0,2,19.0,0,1,0,1
18030,20.0,0.8,1.7,4.0,2,20.0,0,1,0,1
18035,13.0,1.0,1.5,4.0,2,21.0,0,1,0,1
18039,13.0,1.1,1.7,5.0,2,21.0,0,1,0,1
18043,13.0,1.0,2.2,4.0,2,22.0,0,1,0,1
18047,15.0,1.0,1.7,4.0,2,21.0,0,1,0,1
18051,11.0,0.8,1.4,4.0,2,22.0,0,1,0,1
18068,4.0,0.4,0.6,4.0,1,14.0,0,0,0,0
18070,2.0,0.4,0.7,4.0,1,16.0,0,1,0,0
18073,2.0,0.3,0.5,4.0,1,17.0,0,0,0,0
18077,2.0,0.3,0.6,4.0,1,18.0,0,0,0,0
18081,8.0,0.3,0.5,4.0,1,19.0,0,0,0,0
18083,5.0,0.3,0.6,4.0,1,20.0,0,1,0,0
18087,7.0,0.3,0.5,4.0,1,21.0,0,1,0,0
18090,10.0,0.3,0.6,3.0,1,20.0,0,0,0,0
18094,9.0,0.4,0.8,4.0,1,20.0,0,0,0,0
18099,9.0,0.4,0.7,4.0,1,20.0,0,0,0,1
18102,12.0,0.4,0.7,4.0,1,19.0,0,0,0,1
18106,10.0,0.4,0.8,4.0,1,18.0,0,0,0,1
18124,19.0,1.5,2.5,5.0,3,11.0,0,1,0,1
18128,22.0,1.6,2.7,6.0,3,12.0,0,1,0,1
18131,27.0,1.4,2.2,5.0,3,13.0,0,1,0,1
18135,30.0,1.4,2.2,5.0,3,13.0,0,1,1,1
18140,22.0,1.5,2.6,5.0,3,15.0,0,1,0,1
18144,24.0,1.5,2.7,5.0,3,15.0,0,1,0,1
18147,19.0,1.8,3.5,5.0,3,16.0,0,1,0,1
18151,20.0,1.8,3.2,6.0,3,15.0,0,1,0,1
18155,18.0,2.0,3.3,6.0,3,17.0,0,1,1,1
18160,21.0,2.3,3.4,6.0,3,14.0,0,1,0,1
18165,17.0,2.4,3.9,6.0,3,17.0,0,1,0,1
18169,26.0,2.3,3.4,6.0,3,14.0,0,1,0,1
18186,20.0,1.5,2.4,6.0,3,10.0,0,1,0,1
18190,19.0,1.5,2.3,5.0,3,12.0,0,1,0,1
18195,23.0,1.3,2.3,5.0,3,13.0,0,1,0,1
18197,20.0,1.3,2.5,5.0,3,14.0,0,1,0,1
18202,18.0,1.3,2.1,5.0,3,15.0,0,1,0,1
18207,18.0,1.3,2.4,5.0,3,15.0,0,1,0,1
18209,15.0,1.1,2.0,5.0,2,16.0,0,1,0,1
18215,11.0,1.0,1.7,5.0,2,16.0,0,1,1,1
18218,10.0,1.1,1.8,4.0,2,16.0,0,1,0,1
18223,18.0,1.0,2.2,4.0,2,16.0,0,0,1,1
18227,18.0,1.0,1.6,4.0,2,16.0,0,0,1,1
18231,18.0,0.9,1.6,4.0,2,15.0,0,0,0,1
18250,16.0,1.7,2.5,6.0,3,14.0,0,1,0,1
18254,16.0,1.7,2.7,6.0,3,15.0,0,1,0,1
18259,22.0,1.8,2.8,6.0,3,17.0,0,1,0,1
18262,24.0,1.6,2.5,6.0,3,17.0,0,1,0,1
18267,24.0,2.0,3.9,6.0,3,16.0,0,1,0,1
18271,25.0,2.1,4.0,6.0,3,17.0,0,1,0,1
18275,30.0,2.3,3.8,6.0,3,17.0,0,1,0,1
18279,26.0,2.3,3.8,7.0,3,18.0,0,1,0,1
18281,31.0,2.2,3.4,6.0,3,18.0,0,1,0,1
18287,34.0,2.4,3.8,6.0,3,18.0,0,1,0,1
18291,37.0,2.2,3.7,6.0,3,17.0,0,1,0,1
18294,35.0,2.1,3.7,6.0,3,16.0,0,1,0,1
